SITE;LOT;LAYER;ID;RAWMATERIAL;QUARTZQUALITY;CLASS;COREPREPARPROD;RETOUCHEDPIECEBLANK;PIECECOMPLETENESS;CORTEX;CORTEXLOCATION;CORTEXTYPE;PLATFORMTYPE;PLATFORMCORTEX;LIPPING;BLANKSHAPE;CROSSSECTION;BLANKTIP;PROFILE;SCARCOUNT;SCARPATTERN;THICKNESS;MAXWIDTH;PROXWIDTH;MEDWIDTH;DISTWIDTH;LENGTH;PLATFORMTHICKNESS;PLATFORMWIDTH;EXTERIORPLATFORMANGLE;WEIGHT;CORETYPE;CORECROSSSECTION;NUMBERCOREFACES;COREPLATFORM;COREDISTALTREATMENT;CORELEFTTREATMENT;CORERIGHTTREATMENT;COREBACKTREATMENT;MAINFACECORTEX;MAINFACESCARCOUNT;MAINFACESCARDIRECTION;MAINFACEARISORIENTATION;MAINFACESCARLENGTH;MAINFACESCARMAXWIDTH;MAINFACESCARPROXWIDTH;MAINFACESCARMEDWIDTH;MAINFACESCARDISTWIDTH;MAINFACEPLATFORMANGLE;MAINFACECOREUSE;DISTALFACECORTEX;DISTALFACESCARCOUNT;DISTALFACESCARDIRECTION;DISTALFACEARISORIENTATION;DISTALFACECOREUSE;LEFTFACECORTEX;LEFTFACESCARCOUNT;LEFTFACESCARDIRECTION;LEFTFACEARISORIENTATION;LEFTFACECOREUSE;RIGHTFACECORTEX;RIGHTFACESCARCOUNT;RIGHTFACESCARDIRECTION;RIGHTFACEARISORIENTATION;RIGHTFACECOREUSE;BACKFACECORTEX;BACKFACESCARCOUNT;BACKFACESCARDIRECTION;BACKFACEARISORIENTATION;BACKFACECOREUSE;COREABANDON;ALTERATION;FIRE;EDGEDAMAGE;RETOUCHEDPIECETYPOLOGY;CHIPQUANTITY;RMTYPE;OTHERNOTES
CAM;Bucket;PIT1;Aug-46;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;Aug-46;Quartzite;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jul-03;Quartz;Medium;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jul-03;Quartz;Fine;FlakeFrag;;;Distal;0%;;;;;;;Other;Feather;;4;;4,52;17,24;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jul-03;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Jul-03;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Aug-57;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;35;;
CAM;Bucket;PIT1;Aug-57;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Aug-57;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;5;;
CAM;Bucket;PIT1;Aug-57;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;6;;
CAM;Bucket;PIT1;Oct-49;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;Oct-49;Chert;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;;;0;;
CAM;Bucket;PIT1;Oct-49;Quartzite;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Aug-52;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;6;;
CAM;Bucket;PIT1;Aug-52;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;Aug-52;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;6;;
CAM;Bucket;PIT1;Aug-52;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;20;;
CAM;Bucket;PIT1;Jan-26;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Jan-26;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Jan-26;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Jan-26;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Irregular;;;3;;3,07;13,89;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Nov-52;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Nov-52;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Nov-52;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;4,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;10;;
CAM;Bucket;PIT1;Nov-52;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Other;;;2;;4,35;17,41;0;0;0;0;0;0;0;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Nov-52;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Lenticular;;;1;;1,51;17,15;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Nov-52;Quartz;Fine;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Trapezoidal;;;3;;3,4;11,45;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jul-46;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Jul-46;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;May-28;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;5;;
CAM;Bucket;PIT1;May-28;Quartz;Fine;FlakeFrag;;;Proximal;0%;;;Plain;;;;Triangular;;;2;;6,34;16,4;0;0;0;0;4,76;7,63;105;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;May-28;Quartz;RockCrystal;ElongBlankFrag;;;Distal;0%;;;;;;;Triangular;Feather;;3;;3,31;10,44;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Sep-26;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;6;;
CAM;Bucket;PIT1;Sep-26;Quartz;Fine;FlakeFrag;;;Proximal;0%;;;Plain;;;;Irregular;;;3;;5,85;17,52;0;0;0;0;3,09;15,17;106;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Nov-57;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Nov-57;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Nov-83;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;6;;
CAM;Bucket;PIT1;Nov-83;Quartz;Fine;ElongBlankFrag;;;Distal;31-60%;LeftLateral;Cobble;;;;;Triangular;Hinge;;1;;3,56;11,24;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Sep-84;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;May-10;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;May-10;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;May-10;Chert;;FlakeFrag;;;Distal;0%;;;;;;;Other;Hinge;;2;;3,06;13,46;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;No;;0;;
CAM;Bucket;PIT1;May-10;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Trapezoidal;;;2;;2,81;9,22;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;May-28;Quartz;Medium;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;May-28;Quartz;Medium;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Sep-89;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Apr-31;Quartz;Fine;Shatter;;;;31-60%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Apr-31;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;Apr-31;Chert;;FlakeFrag;;;Proximal;0%;;;Plain;;;;Triangular;;;2;;4,3;14,89;0;0;0;0;4,12;9,47;86,2;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;No;;0;;
CAM;Bucket;PIT1;Apr-31;Chert;;FlakeFrag;;;Other;0%;;;;;;;Lenticular;;;1;;3,2;21,16;0;0;0;0;0;0;0;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;No;;0;;
CAM;Bucket;PIT1;Apr-31;Quartz;RockCrystal;CoreFrag;;;;1-30%;Proximal;Cobble;;;;;;;;2;;11,87;0;0;0;0;0;0;0;0;2,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Feb-22;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;5;;
CAM;Bucket;PIT1;Feb-22;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Feb-22;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Feb-22;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Feb-22;Quartz;Fine;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Triangular;;;3;;2,94;11,26;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Feb-22;Quartz;Fine;FlakeFrag;;;Other;61-99%;Proximal;Cobble;;;;;Other;;;1;;5,66;15,14;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Sep-19;Chert;;Flake;;;;0%;;;Faceted;No;No;Irregular;Other;Feather;Straight;3;BidirectionalOpposed;4,95;21,5;16,07;21,57;10,78;14,47;4,95;15,44;74,5;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Dec-34;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Dec-34;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Dec-34;Quartz;Fine;FlakeFrag;;;Distal;0%;;;;;;;Other;Hinge;;2;;3,06;15,63;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Dec-32;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Jun-97;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Jun-97;Quartz;Fine;FlakeFrag;;;Siret;0%;;;;;;;Irregular;;;2;;5,18;15,41;0;0;0;0;0;0;0;1,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jun-97;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jun-97;Quartz;Fine;FlakeFrag;;;Distal;0%;;;;;;;Lenticular;Feather;;3;;2,55;15,8;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Mar-32;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Mar-32;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;3,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;10;;
CAM;Bucket;PIT1;Mar-32;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Mar-32;Quartz;Fine;Flake;;;;0%;;;Linear;No;No;Divergent;Other;Hinge;Straight;3;Unidirectional;4,44;13,21;8,23;11,72;6,77;16,13;1,41;8,12;0;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Aug-17;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Aug-17;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;4,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;13;;
CAM;Bucket;PIT1;Aug-17;Quartz;Fine;ElongBlankFrag;;;Mesial;0%;;;;;;;Triangular;;;2;;2,46;8,36;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Aug-17;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Aug-17;Quartz;Fine;FlakeFrag;;;Siret;0%;;;;;;;Irregular;;;2;;3,37;11,58;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Aug-17;Quartz;RockCrystal;FlakeFrag;;;Distal;31-60%;RightLateral;Cobble;;;;;Triangular;Pointed;;2;;3,91;12,65;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Sep-17;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;Sep-17;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Sep-17;Chert;;Flake;;;;0%;;;Winged;No;No;Dejete;Triangular;Feather;Straight;3;Unidirectional;2,08;10,7;7,25;8,54;8,81;17,31;1,43;7,66;89,1;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Aug-51;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Aug-51;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;7;;
CAM;Bucket;PIT1;Aug-51;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Aug-51;Quartz;Medium;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Aug-51;Chert;;FlakeFrag;;;Proximal;0%;;;Plain;;;;Irregular;;;3;;3,38;14,48;0;0;0;0;4,47;9,7;64,8;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Aug-51;Quartz;Fine;Flake;;;;0%;;;Crushed;No;Yes;Irregular;Irregular;Hinge;Curved;5;BidirectionalOpposed;6,74;17,51;9,01;17,48;11,95;14,66;1,86;6,75;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Sep-84;Quartz;RockCrystal;ElongBlank;;;;0%;;;Crushed;No;No;Convergent;Triangular;Hinge;Straight;2;Unidirectional;2,09;7,75;4,26;7,48;4,68;16,09;1,44;4,11;97,3;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jan-25;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;Jan-25;Quartzite;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jan-25;Quartzite;;Shatter;;;;0%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jan-25;Quartz;Fine;Flake;;;;0%;;;Crushed;No;No;Irregular;Irregular;Hinge;Curved;4;Unknown;6,51;14,71;8,55;11,74;10,07;16,41;4,51;8,75;131,1;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jan-25;Chert;;FlakeFrag;;;Proximal;1-30%;RightLateral;Outcrop;Plain;;;;Trapezoidal;;;2;;1,99;12,76;0;0;0;0;3,78;8,97;89;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jan-25;Chert;;ElongBlankFrag;;;Proximal;31-60%;LeftLateral;Indeterminate;Plain;;;;Triangular;;;1;;2,71;7,27;0;0;0;0;2,2;3,88;96,6;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Nov-82;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;5;;
